"season","week","kickoff","home_team","home_score","visitors_score","visiting_team","netscore","homewin","date","wiki_home","wiki_visitor","wiki_diff"
2014,16,"2014-12-21T12:00:00-06:00","Bears",14,20,"Lions",-6,0,"2014-12-21",66.5289,53.0075,13.5214
2014,16,"2014-12-21T12:00:00-06:00","Buccaneers",3,20,"Packers",-17,0,"2014-12-21",31.9392,77.4908,-45.5516
2014,16,"2014-12-21T12:00:00-06:00","Dolphins",37,35,"Vikings",2,1,"2014-12-21",28.5714,32.2581,-3.6867
2014,16,"2014-12-21T12:00:00-06:00","Jets",16,17,"Patriots",-1,0,"2014-12-21",31.7647,83.7037,-51.939
2014,16,"2014-12-21T12:00:00-06:00","Panthers",17,13,"Browns",4,1,"2014-12-21",57.3077,29.0323,28.2754
2014,16,"2014-12-21T12:00:00-06:00","Saints",14,30,"Falcons",-16,0,"2014-12-21",76,48.7973,27.2027
2014,16,"2014-12-21T12:00:00-06:00","Steelers",20,12,"Chiefs",8,1,"2014-12-21",52.8571,53.1136,-0.256499999999996
2014,16,"2014-12-21T12:00:00-06:00","Texans",25,13,"Ravens",12,1,"2014-12-21",29.4355,60.5263,-31.0908
2014,16,"2014-12-21T15:05:00-06:00","Rams",27,37,"Giants",-10,0,"2014-12-21",37.1542,52.0161,-14.8619
2014,16,"2014-12-21T15:25:00-06:00","Cowboys",42,7,"Colts",35,1,"2014-12-21",29.4498,61.7886,-32.3388
2014,16,"2014-12-21T15:25:00-06:00","Raiders",26,24,"Bills",2,1,"2014-12-21",25.2918,28.3154,-3.0236
2014,16,"2014-12-21T19:30:00-06:00","Cardinals",6,35,"Seahawks",-29,0,"2014-12-21",43.083,92.6829,-49.5999
2014,16,"2014-12-22T19:30:00-06:00","Bengals",37,28,"Broncos",9,1,"2014-12-22",54.7325,84.7015,-29.969
2014,17,"2014-12-28T12:00:00-06:00","Buccaneers",20,23,"Saints",-3,0,"2014-12-28",31.9392,76,-44.0608
2014,17,"2014-12-28T12:00:00-06:00","Chiefs",19,7,"Chargers",12,1,"2014-12-28",53.1136,55.9701,-2.8565
2014,17,"2014-12-28T12:00:00-06:00","Dolphins",24,37,"Jets",-13,0,"2014-12-28",28.5714,31.7647,-3.1933
2014,17,"2014-12-28T12:00:00-06:00","Falcons",3,34,"Panthers",-31,0,"2014-12-28",48.7973,57.3077,-8.5104
2014,17,"2014-12-28T12:00:00-06:00","Giants",26,34,"Eagles",-8,0,"2014-12-28",52.0161,71.374,-19.3579
2014,17,"2014-12-28T12:00:00-06:00","Packers",30,20,"Lions",10,1,"2014-12-28",77.4908,53.0075,24.4833
2014,17,"2014-12-28T12:00:00-06:00","Patriots",9,17,"Bills",-8,0,"2014-12-28",83.7037,28.3154,55.3883
2014,17,"2014-12-28T12:00:00-06:00","Ravens",20,10,"Browns",10,1,"2014-12-28",60.5263,29.0323,31.494
2014,17,"2014-12-28T12:00:00-06:00","Redskins",17,44,"Cowboys",-27,0,"2014-12-28",32.7206,29.4498,3.2708
2014,17,"2014-12-28T12:00:00-06:00","Steelers",27,17,"Bengals",10,1,"2014-12-28",52.8571,54.7325,-1.8754
2014,17,"2014-12-28T12:00:00-06:00","Texans",23,17,"Jaguars",6,1,"2014-12-28",29.4355,15.6,13.8355
2014,17,"2014-12-28T12:00:00-06:00","Titans",10,27,"Colts",-17,0,"2014-12-28",14.9635,61.7886,-46.8251
2014,17,"2014-12-28T12:00:00-06:00","Vikings",13,9,"Bears",4,1,"2014-12-28",32.2581,66.5289,-34.2708
2014,17,"2014-12-28T15:25:00-06:00","49ers",20,17,"Cardinals",3,1,"2014-12-28",90.0685,43.083,46.9855
2014,17,"2014-12-28T15:25:00-06:00","Broncos",47,14,"Raiders",33,1,"2014-12-28",84.7015,25.2918,59.4097
2014,17,"2014-12-28T15:25:00-06:00","Seahawks",20,6,"Rams",14,1,"2014-12-28",92.6829,37.1542,55.5287
2014,18,"2015-01-03T16:20:00-05:00","Panthers",27,16,"Cardinals",11,1,"2015-01-03",57.3077,43.083,14.2247
2014,18,"2015-01-03T20:15:00-05:00","Steelers",17,30,"Ravens",-13,0,"2015-01-03",52.8571,60.5263,-7.6692
2014,18,"2015-01-04T13:05:00-05:00","Colts",26,10,"Bengals",16,1,"2015-01-04",61.7886,54.7325,7.0561
2014,18,"2015-01-04T16:40:00-05:00","Cowboys",24,20,"Lions",4,1,"2015-01-04",29.4498,53.0075,-23.5577
2014,19,"2015-01-10T16:35:00-05:00","Patriots",35,31,"Ravens",4,1,"2015-01-10",83.7037,60.5263,23.1774
2014,19,"2015-01-10T20:15:00-05:00","Seahawks",31,17,"Panthers",14,1,"2015-01-10",92.6829,57.3077,35.3752
2014,19,"2015-01-11T13:05:00-05:00","Packers",26,21,"Cowboys",5,1,"2015-01-11",77.4908,29.4498,48.041
2014,19,"2015-01-11T16:40:00-05:00","Broncos",13,24,"Colts",-11,0,"2015-01-11",84.7015,61.7886,22.9129
2014,20,"2015-01-18T15:00:00-05:00","Seahawks",28,22,"Packers",6,1,"2015-01-18",92.6829,77.4908,15.1921
2014,20,"2015-01-18T18:30:00-05:00","Patriots",45,7,"Colts",38,1,"2015-01-18",83.7037,61.7886,21.9151
2014,21,"2015-02-01T18:30:00-05:00","Seahawks",24,28,"Patriots",-4,0,"2015-02-01",92.6829,83.7037,8.97920000000001
